AxIS Spike File,C:\Users\DEMO\Desktop\UCSC demo 07222024\121-6937\JLS_TS_6well-ctls-noto(001)(000).spk
File Type,6-well

Analysis Start,0.000000
Analysis End,297.000000
Active Electrode Criterion (spks/min), 5
Minimum Covered Resistance (kOhms),18
Remove Coincident Artifacts,False

Electrode Burst Settings,
    Algorithm,ISI Threshold,
    Min # of Spikes,5.000000
    Max ISI (ms),100.000000

Network Burst Settings,
    Algorithm,ISI Threshold,
    Min # of Spikes,50.000000
    Max ISI (ms),100.000000
    Min # of Electrodes (%),35.000000

Synchrony Settings,
    Synchrony Window,20.000000

Average Network Burst Analysis Settings,
    Number of network bursts vary by well
    Median ISI within Burst - Avg (sec), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.041080,0.054587, ,0.065840, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.035160, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
    Median ISI within Burst - Std (sec), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.014027, ,0.006101, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.002193, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
    Median/Mean ISI within Burst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.855477,1.013310, ,1.095066, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.951412, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
    Inter-Burst Interval - Avg (sec), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30.997728, ,22.878933, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,113.959080, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
    Inter-Burst Interval - Std (sec), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45.218401, ,10.385050, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,128.663623, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
    Burst Frequency (Hz), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.003367,0.020202, ,0.013468, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.010101, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
    IBI Coefficient of Variation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.458765, ,0.453913, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.129034, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
    Normalized Duration IQR, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.499195, ,0.038774, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
    Burst Percentage, , , , , , , , , , , , , , ,0.000000, , , , , , , ,0.000000,0.000000, , , , , , , , , , , , , , , , , , , , , ,0.000000, , , , , , , , ,0.000000, , , , , , , ,0.000000, , , , , , , , , , , , , , , , ,0.000000, , ,0.000000, , , , , , , ,0.000000, , , , , , , , , , ,0.000000, , , , ,0.000000, , , , , , , , ,0.000000, , , , , , , , ,0.000000, , , , , ,0.000000, , ,11.363636,20.987654, ,12.727273, , , , , , , , , , , , , , , , , , , , , , ,0.000000, , ,0.000000, , , , ,0.000000, , ,0.000000, , , ,0.000000,0.000000, , , ,0.000000,0.000000,40.625000,0.000000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Viability Metrics
    Resistance (kOhms),11.458560,11.846059,11.234263,11.364723,11.667442,20.178606,17.208703,11.765108,11.105056,14.213060,11.904544,11.791008,21.413823,37.647574,46.460231,47.908601,11.683775,11.297691,11.604793,12.069914,20.184064,42.080566,47.193384,49.342016,10.604269,11.230628,11.228882,11.495808,28.549897,49.840961,49.104040,46.544372,11.139797,10.355185,11.046027,11.724271,35.388293,46.420800,44.300983,43.691593,10.929733,12.749374,11.183774,11.734900,22.321109,50.339976,42.245867,21.952264,11.422189,10.825425,11.548981,11.884900,13.725030,36.725494,52.544727,27.861036,11.021259,10.472317,11.111731,11.750714,12.267159,23.648062,49.824377,43.102962,11.668648,10.396578,27.989725,36.386525,37.730810,19.331434,12.760924,11.687814,12.126207,10.385958,24.842103,46.384528,33.865500,28.593921,36.115793,36.075406,10.175522,17.455499,47.859112,42.110546,50.559993,44.893803,42.714234,43.178311,11.696647,30.089491,47.516656,15.784490,57.580297,44.042137,52.115835,44.703479,11.325139,17.103999,47.715433,18.678934,36.373844,47.095973,48.101619,43.073309,12.578063,19.026942,45.633480,26.484056,18.722303,14.075417,28.182882,32.137229,11.743807,12.486699,13.444863,51.085909,43.724322,14.317803,24.127304,34.392393,12.094955,13.514824,12.701969,16.727980,47.938299,29.814714,13.773721,13.320223,29.650630,46.145144,53.646313,49.508375,54.235372,54.427242,54.958486,44.721444,43.302110,40.259597,46.905730,45.223204,52.302403,51.348361,51.748430,49.683371,41.196474,31.967273,37.612647,44.262720,46.773578,47.298047,49.801710,55.636047,17.265481,46.404201,41.396639,40.918181,48.173634,50.570137, ,46.441980,12.496349,37.284063,41.752954,45.789956, ,47.395621, ,49.468246,12.164168,12.610481,53.993284,48.818229,46.172111,44.846723,46.690300,55.658495,11.785245,12.006712,13.302852,40.239928,57.756711,51.808085,55.250777,16.279427,11.709162,11.857098,11.334323,13.946939,13.727269,13.613192,12.691725,12.142860,10.999951,10.766640,12.581355,14.965766,49.774065,47.907627,16.330288,11.945732,10.794057,10.921507,14.075154,46.590481,34.588445,49.080293,48.823427,51.572746,16.487836,21.918686,37.249216,26.247960,30.945356,26.768621,44.449279,41.000038,10.586419,44.616145,31.479049,25.715153, , , , ,10.587599,32.002255,32.204663,30.324200, ,30.544327,35.342025,27.399062,11.894620,15.781825,43.726652,24.101928,32.375179,38.068927,44.987254,38.373166,11.185349,11.046905,34.379896,35.498993,33.912977,27.925396,36.043638,39.329728,11.583362,10.495364,12.194909,47.397402,42.117763,34.848918,44.752113,51.290269,39.359320,43.440714,42.672507,20.809274,12.227492,20.301510,11.031970,10.883405,51.573127,48.493386,52.304742,52.698914,16.260481,16.410011,10.490087,11.626334,51.408679,50.079413,52.833632,39.871667,17.795893,14.214623,10.933928,10.142335,49.381166,51.939864,45.769827,24.620624,14.716589,24.368880,16.988805,14.340685,49.943903,39.751798,24.859762,19.569549,12.455314,13.706653,11.706933,11.883549,13.076118,14.794506,15.817302,15.277084,17.970790,14.615008,12.552462,10.922083,10.441163,10.480903,11.465042,10.553960,12.316478,10.436417,10.070521,9.853116,10.187471,10.265440,11.575024,10.232764,10.057650,10.360019,12.583144,9.769814,12.055752,11.424316,11.964748,11.298605,11.091697,12.609619,12.165694,12.021977,11.566817,11.516005,11.870409,11.356288,10.942015,11.557688,12.567807,12.076196,13.424675,12.076324,11.004898,11.252121,12.003999,28.408272,18.676924,15.036060,11.863496,11.769129,11.393324,16.225634,51.834366,40.597315,47.531624,46.604224,11.789463,10.869956,11.858832,30.274352,54.498191,37.010450, ,29.149596,12.163501,11.572596,13.138708,24.031317,49.770292,34.385614, , ,11.993768,12.035664,17.273521,39.552858,50.989310,31.963589, , ,12.110210,11.316150,20.119280,47.356010,50.733994,47.311667,39.521679, 

